alpha_1,alpha_2,alpha_3,tardiness_index,makespan_index,initial_fragmentation_index,final_fragmentation_index,fragmentationReductionRate,distance_index,objective_value,make_span,tardiness count,dispatch count,total distance,index
0.45,0.35,0.2,2.101827974044433,1.1537316281733145,0.09072985133020352,0.0033375228221178927,96.32,0.4259548883860012,1.2572887128183394,20148.0,17,1483,120653.0,75
0.55,0.35,0.1,2.125936304470639,1.176484061843861,0.09072985133020352,0.0037861404538341156,95.83,0.434803274734318,1.2727053401606268,20545.33333333331,13,1476,122578.0,76
0.3,0.3,0.4,2.136355584099754,1.1652223706814255,0.09072985133020352,0.003979150365153886,95.61,0.41216766400670823,1.275667201299153,20348.666666666642,18,1511,118952.0,77
0.65,0.3,0.05,2.1347360796642034,1.1668639053254422,0.09072985133020352,0.0032684044079290568,96.4,0.4451424464284456,1.2779428050468074,20377.33333333332,13,1486,126343.0,78
0.4,0.0,0.6,2.1386708549939906,1.198091238786026,0.09072985133020352,0.015383688706311948,83.04,0.3840180245066807,1.2791904412485577,20922.66666666665,14,1701,124764.0,79
0.2,0.25,0.55,2.1532683896657887,1.1701087993891934,0.09072985133020352,0.0047616229786124125,94.75,0.40361144134047766,1.2845926853132748,20433.999999999964,17,1537,118487.0,80
0.5,0.35,0.15,2.1596551749157245,1.1595342622637899,0.09072985133020352,0.0036218212050078253,96.01,0.43122129875455595,1.2899957355537959,20249.333333333332,17,1481,121980.0,81
0.35,0.3,0.35,2.165024429729004,1.1516701660622235,0.09072985133020352,0.004343000130412103,95.21,0.4153842434624045,1.2911882690394276,20111.999999999978,20,1516,120277.0,82
0.35,0.35,0.3,2.187132672675959,1.1485779728955885,0.09072985133020352,0.0053223950182576946,94.13,0.4181265034668176,1.3037612374687162,20057.999999999975,20,1480,118196.0,83
0.4,0.35,0.25,2.1909497879239175,1.1644970414201168,0.09072985133020352,0.004343000130412102,95.21,0.4209226513879285,1.3066424006070771,20335.99999999999,20,1484,119308.0,84
0.3,0.4,0.3,2.197142269422292,1.164229814850161,0.09072985133020352,0.004811179577464789,94.7,0.4207016342280576,1.3101532562208138,20331.33333333333,21,1483,119165.0,85
0.1,0.25,0.65,2.2034193418697425,1.1633899599160131,0.09072985133020352,0.004421247391757955,95.13,0.3997562151554043,1.311352131757227,20316.666666666657,19,1542,117737.0,86
0.25,0.35,0.4,2.218478583697056,1.163924413055924,0.09072985133020352,0.004597303729786124,94.93,0.4135740940869523,1.3210960422138083,20325.99999999997,19,1497,118252.0,87
0.85,0.15,0.0,2.2111599492470995,1.246039320481004,0.09072985133020352,0.010845347548252476,88.05,0.5070650979626148,1.3324000521706925,21759.999999999953,9,1501,145371.0,88
0.6,0.35,0.05,2.24322818580629,1.166482153082648,0.09072985133020352,0.0038356970526864896,95.77,0.4463596423508274,1.3378862831984806,20370.666666666657,15,1492,127200.0,89
0.5,0.0,0.5,2.2501605547028323,1.183851880129793,0.09072985133020352,0.020461935967657798,77.45,0.3872946144181363,1.3416489413251587,20673.999999999967,13,1721,127308.0,90
0.5,0.4,0.1,2.2518374586738417,1.1720175606031669,0.09072985133020352,0.0037274550078247263,95.89,0.4381836785642706,1.3420480846595457,20467.33333333332,21,1489,124619.0,91
0.25,0.3,0.45,2.2646909070218393,1.1569383470127876,0.09072985133020352,0.004752494131455399,94.76,0.4104565249302735,1.345898316945115,20203.999999999996,18,1498,117439.0,92
0.25,0.1,0.65,2.274947407189018,1.1775529681236854,0.09072985133020352,0.00703340179968701,92.25,0.38962346871346515,1.3511710897713969,20563.999999999975,14,1648,122641.0,93
0.45,0.0,0.55,2.268146998937813,1.2103073105554454,0.09072985133020352,0.019019578116849244,79.04,0.3884197973644766,1.3525440681150722,21135.999999999945,14,1743,129310.0,94
0.15,0.2,0.65,2.2833645184945115,1.1748043519755655,0.09072985133020352,0.00490377217005738,94.6,0.39811370748379177,1.355873205170156,20515.999999999975,19,1561,118698.0,95
0.2,0.3,0.5,2.303547592605622,1.1560984920786397,0.09072985133020352,0.003916552556077204,95.68,0.4070886754338954,1.366639933847237,20189.333333333325,21,1524,118497.0,96
0.15,0.25,0.6,2.313085327627925,1.1641916396258802,0.09072985133020352,0.0038839495305164305,95.72,0.39986353833441335,1.371558050869249,20330.66666666664,21,1527,116623.0,97
0.45,0.4,0.15,2.3127920832432958,1.1602595915250986,0.09072985133020352,0.004460371022430881,95.08,0.42968610836543736,1.3743553475033405,20261.99999999999,22,1499,123023.0,98
0.2,0.15,0.65,2.3171087419801037,1.1757969078068307,0.09072985133020352,0.0053158744131455386,94.14,0.3957917613355725,1.3743735919368996,20533.333333333303,16,1590,120198.0,99
0.35,0.4,0.25,2.3278556776411254,1.1863332697079578,0.09072985133020352,0.003380558815858112,96.27,0.42158495954307473,1.382809949787082,20717.333333333318,21,1496,120462.0,100
0.4,0.4,0.2,2.330020102568934,1.1674365336896348,0.09072985133020352,0.004009145148669796,95.58,0.42552277434520047,1.3836379040765163,20387.33333333334,19,1499,121831.0,101
0.3,0.35,0.35,2.336342189792198,1.1661385760641327,0.09072985133020352,0.004243886932707356,95.32,0.4141253126188126,1.385980830530609,20364.666666666653,22,1501,118726.0,102
0.15,0.4,0.45,2.345821947170048,1.1537698033975936,0.09072985133020352,0.003164074726134585,96.51,0.41042088174570623,1.3898818717058172,20148.666666666657,21,1519,119075.0,103
0.25,0.4,0.35,2.3513752571635034,1.1564420690971546,0.09072985133020352,0.003943939097548253,95.65,0.41613949489371516,1.3938756261134206,20195.333333333325,21,1498,119065.0,104
0.2,0.35,0.45,2.3597702554474624,1.1551441114716534,0.09072985133020352,0.004349520735524254,95.21,0.4066028302803894,1.3975959853183832,20172.666666666657,21,1508,117113.0,105
0.55,0.4,0.05,2.3516926671010885,1.1756060316854338,0.09072985133020352,0.0032227601721439747,96.45,0.4456744625228133,1.397745542793795,20529.999999999975,21,1486,126494.0,106
0.15,0.15,0.7,2.3637150337384822,1.1652223706814262,0.09072985133020352,0.0061531201095461644,93.22,0.3945841774316609,1.3996087408662665,20348.666666666653,19,1592,119982.0,107
0.15,0.1,0.75,2.369100824828318,1.1767131131895372,0.09072985133020352,0.0051254727438706325,94.35,0.38805125613124924,1.4021838767513382,20549.3333333333,18,1647,122072.0,108
0.2,0.1,0.7,2.370728220835075,1.1834701278869988,0.09072985133020352,0.00488942683881064,94.61,0.3894270901630169,1.4034835649215862,20667.333333333303,21,1637,121761.0,109
0.1,0.3,0.6,2.375835554733656,1.15880893300248,0.09072985133020352,0.004470803990610328,95.07,0.4027039307706915,1.4062616360278872,20236.666666666657,23,1544,118759.0,110
0.3,0.0,0.7,2.36917012970049,1.194922695170833,0.09072985133020352,0.018500537949921753,79.61,0.38341824292958676,1.4066816917717464,20867.33333333333,17,1782,130501.0,111
0.2,0.05,0.75,2.377795631701011,1.1951135712922294,0.09072985133020352,0.008885253651538862,90.21,0.38515094129441907,1.4087239462250711,20870.66666666665,19,1692,124470.0,112
0.35,0.0,0.65,2.3754568516151666,1.211834319526626,0.09072985133020352,0.013398816510172138,85.23,0.38839377192018604,1.4099520065097433,21162.66666666666,17,1763,130785.0,113
0.3,0.05,0.65,2.3790315984872517,1.2056881084176347,0.09072985133020352,0.012248581768388103,86.5,0.38953745481084723,1.4113801046004715,21055.33333333331,17,1693,125962.0,114
