tardiness_index,initial_fragmentation_index,final_fragmentation_index,fragmentationReductionRate,distance_index,objective_value,make_span,tardiness count,dispatch count,total distance,index
0.0,0.060289316018805196,0.046623398262813906,22.67,0.5018088668179673,0.06416790616064091,17463.333333333347,0,1165,111660.0,0
