alpha_1,alpha_2,alpha_3,tardiness_index,makespan_index,initial_fragmentation_index,final_fragmentation_index,distance_index,objective_value,make_span,tardiness count,dispatch count,total distance,index
0.5,0.5,0.0,0.0,1.0284296208060355,0.06032531668938882,0.03793773787207453,0.5085818756051022,0.11366098996243436,17267.33333333338,0,1114,108213.0,169
0.75,0.25,0.0,0.0,1.0123089140361325,0.06032531668938882,0.039524025079527396,0.5132938559089891,0.11380203881656377,16996.666666666708,0,1099,107745.0,170
0.95,0.05,0.0,0.0,1.0074250545959897,0.06032531668938882,0.04555106438877528,0.5068131202625615,0.11471788407268822,16914.66666666671,0,1072,103771.0,171
0.9,0.1,0.0,0.0,1.0217986896962457,0.06032531668938882,0.04187434318904797,0.5136691273513074,0.11501915017665743,17156.00000000001,0,1083,106254.0,172
1.0,0.0,0.0,0.0,0.9872940242207668,0.06032531668938882,0.05352652451147468,0.5113584291243772,0.11655850147691847,16576.66666666672,0,1074,104897.0,173
0.7,0.3,0.0,0.01031696697093249,1.0247369465951959,0.06032531668938882,0.038815379317200645,0.5054898489585296,0.11910477785478582,17205.333333333383,1,1112,107362.0,174
0.7,0.0,0.3,0.04064420093814934,1.033631129640658,0.06032531668938882,0.020318162775505567,0.3943022026086616,0.11956153609153287,17354.666666666693,1,1203,90600.0,175
0.55,0.45,0.0,0.01580043894518298,1.0260075441731176,0.06032531668938882,0.03942035545898661,0.5077641065167736,0.12259313591787988,17226.66666666669,1,1114,108039.0,176
0.5,0.05,0.45,0.05125625666464337,1.0348223148699616,0.06032531668938882,0.01647528615655533,0.39137752291389233,0.12401239504740777,17374.6666666667,1,1207,90227.0,177
0.65,0.35,0.0,0.022341159937734546,1.02656343061346,0.06032531668938882,0.03769631546807545,0.5114487672365985,0.12606958086050948,17236.000000000036,1,1114,108823.0,178
0.2,0.15,0.65,0.0631486668485315,1.036172324796505,0.06032531668938882,0.02225664266643945,0.3906003694177958,0.132277412748229,17397.33333333336,1,1199,89451.0,179
0.3,0.1,0.6,0.0697333380146884,1.0369267421083967,0.06032531668938882,0.01812121889911383,0.39120126788329634,0.13475616547156224,17410.000000000025,1,1219,91083.0,180
0.35,0.65,0.0,0.04773140282119045,1.0283105022831043,0.06032531668938882,0.0359779560043172,0.5065820338156092,0.13911938684866604,17265.333333333365,1,1116,107981.0,181
0.75,0.0,0.25,0.07764667709031918,1.0378399841175285,0.06032531668938882,0.023429671523517385,0.39257352682806845,0.14088392574541403,17425.33333333335,1,1192,89378.0,182
0.6,0.0,0.4,0.08243301101413908,1.038395870557871,0.06032531668938882,0.020153427488070894,0.38947957945471673,0.142251935777563,17434.6666666667,1,1234,91798.0,183
0.45,0.05,0.5,0.09328793442358292,1.0396664681357954,0.06032531668938882,0.019515788315155647,0.389056854214291,0.14805210925573617,17456.00000000005,1,1207,89692.0,184
0.25,0.15,0.6,0.09967773252234505,1.0404208854476864,0.06032531668938882,0.02068597690865712,0.3930463414957978,0.15235422438185103,17468.6666666667,1,1183,88810.0,185
0.3,0.15,0.55,0.1166301079160792,1.0424459003375024,0.06032531668938882,0.022214038712792546,0.3968061046408092,0.16261367644863736,17502.66666666671,1,1176,89129.0,186
0.4,0.1,0.5,0.12320043378617346,1.0432400238237038,0.06032531668938882,0.019467503834355825,0.39256330804573136,0.1650188217284605,17516.000000000033,1,1176,88176.0,187
0.0,0.25,0.75,0.12287294074249067,1.0416517768513,0.06032531668938882,0.019332591314473988,0.39871388165304034,0.1653338718105811,17489.333333333372,2,1218,92756.0,188
0.05,0.25,0.7,0.12712200743937094,1.0390708755211424,0.06032531668938882,0.021488351369007043,0.3980278214925607,0.16811993542766934,17446.000000000025,2,1201,91304.0,189
0.6,0.4,0.0,0.10602696020099822,1.0406591224935464,0.06032531668938882,0.037335601993865035,0.5058404285627548,0.17213250768966135,17472.66666666669,2,1121,108306.0,190
0.35,0.05,0.6,0.1723959169940006,1.04935477466746,0.06032531668938882,0.01942916027607363,0.38786459246641114,0.19190070040953652,17618.6666666667,1,1254,92899.0,191
0.1,0.3,0.6,0.16833531481922676,1.0488385944014282,0.06032531668938882,0.027702848074301296,0.40231927987508037,0.19356913528044456,17610.000000000025,1,1140,87601.0,192
0.1,0.15,0.75,0.17799120669275972,1.043081199126463,0.06032531668938882,0.01933969197341513,0.39127484990847294,0.19497861622021284,17513.33333333336,2,1227,91698.0,193
0.1,0.1,0.8,0.2052058506275474,1.05360333531864,0.06032531668938882,0.017391271159963646,0.3861722161289655,0.20937798757196874,17690.00000000001,1,1265,93305.0,194
0.45,0.55,0.0,0.17799120669274374,1.043557673218184,0.06032531668938882,0.0384575061065667,0.5073213680364609,0.21234243597753438,17521.333333333354,2,1112,107751.0,195
0.3,0.7,0.0,0.19184397554597107,1.0466150486400618,0.06032531668938882,0.03332514982390365,0.5093678718926679,0.21877927111872505,17572.666666666682,2,1127,109645.0,196
0.1,0.9,0.0,0.19489648096869083,1.0479650585666056,0.06032531668938882,0.03333225048284481,0.5080804336746514,0.22039903597342883,17595.333333333354,2,1130,109659.0,197
0.45,0.0,0.55,0.24192895843986936,1.0445900337502478,0.06032531668938882,0.020345145279481947,0.3822318037162509,0.2296171527849102,17538.666666666708,2,1275,93083.0,198
0.05,0.95,0.0,0.21690189039077062,1.0400635298788963,0.06032531668938882,0.031892236849579626,0.5088848674061897,0.23175537400436153,17462.666666666715,3,1137,110513.0,199
0.15,0.85,0.0,0.2363887780642575,1.0403414730990657,0.06032531668938882,0.03354669038286753,0.510324607329843,0.24312736943813945,17467.333333333358,3,1125,109656.0,200
0.4,0.6,0.0,0.243091411346119,1.053444510621401,0.06032531668938882,0.03471545884458076,0.5108165112784762,0.24786879055265734,17687.33333333337,2,1122,109469.0,201
0.05,0.1,0.85,0.29349845777325917,1.0516180266031365,0.06032531668938882,0.017239317058623038,0.3869938749519901,0.2578762357182353,17656.666666666708,3,1295,95721.0,202
0.15,0.15,0.7,0.29680698022880847,1.0505459598967632,0.06032531668938882,0.017609971455351054,0.39107133721029386,0.26016126227831754,17638.6666666667,2,1228,91725.0,203
0.4,0.05,0.55,0.3020231897224555,1.0563827675203479,0.06032531668938882,0.015685692882299478,0.38596033073167857,0.26223363366122565,17736.666666666686,2,1243,91632.0,204
0.0,0.2,0.8,0.31912690515946157,1.06452253325392,0.06032531668938882,0.0197316483469666,0.3907205507954901,0.27373747408403887,17873.333333333365,2,1238,92389.0,205
0.2,0.05,0.75,0.34568889172615863,1.0620210442723823,0.06032531668938882,0.015415867842535786,0.3871844722851911,0.28657315024428626,17831.333333333347,3,1298,95990.0,206
0.05,0.2,0.75,0.36798115751425325,1.064482827079609,0.06032531668938882,0.01695387056918882,0.3943830911937509,0.30013824827695146,17872.666666666682,2,1244,93707.0,207
0.25,0.75,0.0,0.33937806352392574,1.0670240222354566,0.06032531668938882,0.03287638817882299,0.508694426602219,0.30074149516380083,17915.33333333336,2,1133,110083.0,208
0.2,0.8,0.0,0.35689714147325813,1.0678578518959676,0.06032531668938882,0.03319023730402181,0.5068804151415466,0.3103314331104516,17929.333333333343,2,1130,109400.0,209
0.25,0.1,0.65,0.4468202937900835,1.0895771292435954,0.06032531668938882,0.01723505666325835,0.38892504314018567,0.34429303935972183,18294.000000000015,1,1247,92633.0,210
0.5,0.0,0.5,0.4543728432612306,1.0738931903911038,0.06032531668938882,0.013152177772097248,0.39187688402348086,0.3467330650472093,18030.66666666668,3,1287,96330.0,211
0.3,0.05,0.65,0.4667576259318909,1.092952154059954,0.06032531668938882,0.014062482248352645,0.38650387237758654,0.35423343387780215,18350.666666666675,1,1277,94271.0,212
0.35,0.0,0.65,0.5384407907989752,1.0757990867579883,0.06032531668938882,0.012902234577368778,0.38963963963963966,0.3927670236145104,18062.66666666667,3,1332,99129.0,213
0.55,0.0,0.45,0.5410314658230753,1.0683740321620003,0.06032531668938882,0.016739430669166104,0.394505859659929,0.3954584229775342,17938.000000000033,2,1292,97353.0,214
0.25,0.0,0.75,0.5655242246216026,1.07250347429025,0.06032531668938882,0.01241370924221768,0.3886706294532142,0.40725467297438067,18007.333333333343,3,1330,98734.0,215
0.15,0.05,0.8,0.5875808824135036,1.0968433591423448,0.06032531668938882,0.010380080521472391,0.38583920813507533,0.4197095982544935,18416.00000000002,3,1316,96983.0,216
0.4,0.0,0.6,0.5881981028836646,1.0819138376017459,0.06032531668938882,0.012274536326971142,0.38930327444277096,0.42021733680847123,18165.33333333336,2,1314,97705.0,217
0.15,0.1,0.75,0.592098343894737,1.0840182648401804,0.06032531668938882,0.018362641303112926,0.39158973025885563,0.4245227678009339,18200.666666666675,2,1289,96409.0,218
0.0,0.15,0.85,0.6400979594701427,1.0792932300972788,0.06032531668938882,0.014477160730515791,0.38948661900146403,0.44931034933274355,18121.333333333358,2,1291,96040.0,219
0.05,0.0,0.95,0.6449679408492853,1.0773079213817733,0.06032531668938882,0.01032469538173142,0.3859019025632555,0.4502853624070406,18088.000000000022,3,1363,100463.0,220
0.0,0.1,0.9,0.65847905161409,1.0797299980146902,0.06032531668938882,0.012329921466712114,0.38696837122570465,0.45854579185106814,18128.666666666693,3,1314,97119.0,221
0.1,0.0,0.9,0.7001595732000074,1.09930514194957,0.06032531668938882,0.01038150065326062,0.3868812296796056,0.4818555955214213,18457.33333333333,4,1372,101383.0,222
0.15,0.0,0.85,0.7232452117172488,1.0824300178677768,0.06032531668938882,0.011205177090433989,0.3882727105722421,0.49409519152223014,18174.000000000022,4,1368,101451.0,223
0.0,1.0,0.0,0.6924061653352287,1.0808020647210619,0.06032531668938882,0.030908085520336276,0.5101148312728233,0.4951474029538121,18146.666666666675,4,1190,115944.0,224
0.2,0.0,0.8,0.7410551214697019,1.1147905499305115,0.06032531668938882,0.007918992132469892,0.38740031048338003,0.5044355729929406,18717.333333333336,3,1376,101815.0,225
0.05,0.05,0.9,0.7533359775710666,1.1241215008933865,0.06032531668938882,0.00906645861735969,0.38639524888645777,0.5119003251826096,18874.000000000007,4,1340,98894.0,226
0.1,0.05,0.85,0.7840706484200324,1.0980742505459586,0.06032531668938882,0.010693929646671211,0.38842433121369346,0.5281931811736865,18436.666666666693,5,1333,98894.0,227
0.3,0.0,0.7,0.8348396254651791,1.122890609489773,0.06032531668938882,0.010902689019541011,0.3914217559817618,0.5577193067843758,18853.33333333334,3,1363,101900.0,228
0.0,0.05,0.95,1.071710447404724,1.110264046059159,0.06032531668938882,0.009475456572369916,0.3845279842365722,0.6862493837709245,18641.33333333333,7,1387,101868.0,229
0.0,0.0,1.0,1.4090881531207842,1.1366686519753795,0.06032531668938882,0.014789589723926376,0.3825385595019103,0.8745226496825692,19084.66666666667,11,1480,108136.0,230
