type,time,agv_id,tote_id,station_id,kit_id,matched_parts,deadline,st,st_urgency,st_progress,st_contribution,sf,sd,alpha_1,alpha_2,alpha_3,gamma1,gamma2,epsilon,beta,lambda_,p,margin_sec,total_score,transferred_parts,completed,old_kit_id,new_kit_id
dispatch,0.0,AGV_01,TOTE_0252,station_4,KIT_0004_01,{'PART_04': 400},2880.0,0.43703703703703706,0.2,0.2,0.037037037037037035,0.5,0.25,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.36833333333333335,,,,
dispatch,0.0,AGV_07,TOTE_0261,station_2,KIT_0002_01,{'PART_04': 400},2880.0,0.4277777777777778,0.2,0.2,0.027777777777777776,0.5,0.3101851851851852,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.35398148148148156,,,,
dispatch,0.0,AGV_02,TOTE_0270,station_4,KIT_0004_01,{'PART_04': 400},2880.0,0.41756216310206923,0.2,0.17530864197530865,0.04225352112676056,0.5,0.25925925925925924,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.3498800208659364,,,,
dispatch,0.0,AGV_08,TOTE_0192,station_3,KIT_0003_01,{'PART_03': 200},2880.0,0.41923076923076924,0.2,0.2,0.01923076923076923,0.5,0.2962962962962963,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.3476780626780627,,,,
dispatch,0.0,AGV_03,TOTE_0204,station_1,KIT_0001_01,{'PART_03': 200},2880.0,0.42272727272727273,0.2,0.2,0.022727272727272728,0.5,0.3611111111111111,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.3443434343434344,,,,
dispatch,0.0,AGV_09,TOTE_0279,station_2,KIT_0002_01,{'PART_04': 400},2880.0,0.4120937263794407,0.2,0.1814814814814815,0.030612244897959183,0.5,0.3287037037037037,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.33801398337112626,,,,
dispatch,0.0,AGV_04,TOTE_0210,station_3,KIT_0003_01,{'PART_03': 200},2880.0,0.40772743238496667,0.2,0.18717948717948718,0.02054794520547945,0.5,0.3055555555555556,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.33639913359091445,,,,
dispatch,0.0,AGV_10,TOTE_0222,station_1,KIT_0001_01,{'PART_03': 200},2880.0,0.4094386487829111,0.2,0.18484848484848485,0.024590163934426226,0.5,0.37962962962962965,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.330531820941657,,,,
kitting_started,25.999999999999996,AGV_01,TOTE_0252,station_4,KIT_0004_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_started,34.00000000000001,AGV_08,TOTE_0192,station_3,KIT_0003_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_started,36.0,AGV_07,TOTE_0261,station_2,KIT_0002_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_started,42.0,AGV_03,TOTE_0204,station_1,KIT_0001_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_completed,66.0,AGV_01,TOTE_0252,station_4,KIT_0004_01,,,,,,,,,,,,,,,,,,,,{'PART_04': 400},False,,
dispatch,66.0,AGV_05,TOTE_0288,station_4,KIT_0004_01,{'PART_04': 400},2880.0,0.40372618324804116,0.20392857142857143,0.1506172839506173,0.04918032786885245,0.5,0.29523809523809524,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.33382975539942755,,,,
kitting_started,67.33333333333333,AGV_02,TOTE_0270,station_4,KIT_0004_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_completed,74.0,AGV_08,TOTE_0192,station_3,KIT_0003_01,,,,,,,,,,,,,,,,,,,,{'PART_03': 200},False,,
dispatch,74.0,AGV_06,TOTE_0228,station_3,KIT_0003_01,{'PART_03': 200},2880.0,0.400822559793148,0.20440476190476192,0.17435897435897438,0.022058823529411766,0.5,0.3333333333333333,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.3274069704804999,,,,
kitting_started,75.33333333333333,AGV_04,TOTE_0210,station_3,KIT_0003_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_completed,76.0,AGV_07,TOTE_0261,station_2,KIT_0002_01,,,,,,,,,,,,,,,,,,,,{'PART_04': 400},False,,
kitting_started,77.33333333333333,AGV_09,TOTE_0279,station_2,KIT_0002_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_completed,82.0,AGV_03,TOTE_0204,station_1,KIT_0001_01,,,,,,,,,,,,,,,,,,,,{'PART_03': 200},False,,
kitting_started,83.33333333333333,AGV_10,TOTE_0222,station_1,KIT_0001_01,,,,,,,,,,,,,,,,,,,,,,,
dispatch,86.0,AGV_01,TOTE_0297,station_2,KIT_0002_01,{'PART_04': 400},2880.0,0.4021729196729197,0.20511904761904762,0.16296296296296298,0.03409090909090909,0.5,0.26666666666666666,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.33528896103896105,,,,
dispatch,92.66666666666667,AGV_08,TOTE_0240,station_1,KIT_0001_01,{'PART_03': 200},2880.0,0.401998556998557,0.20551587301587304,0.1696969696969697,0.026785714285714284,0.5,0.2619047619047619,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.33560822510822513,,,,
kitting_completed,107.33333333333333,AGV_02,TOTE_0270,station_4,KIT_0004_01,,,,,,,,,,,,,,,,,,,,{'PART_04': 400},False,,
dispatch,107.33333333333333,AGV_03,TOTE_0267,station_4,KIT_0004_01,{'PART_04': 400},2880.0,0.39113834422657956,0.2063888888888889,0.12592592592592594,0.058823529411764705,0.5,0.3076923076923077,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.32125527903469087,,,,
kitting_started,108.66666666666666,AGV_05,TOTE_0288,station_4,KIT_0004_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_completed,115.33333333333333,AGV_04,TOTE_0210,station_3,KIT_0003_01,,,,,,,,,,,,,,,,,,,,{'PART_03': 200},False,,
dispatch,115.33333333333333,AGV_07,TOTE_0246,station_3,KIT_0003_01,{'PART_03': 200},2880.0,0.3922130647130647,0.20686507936507936,0.16153846153846155,0.023809523809523808,0.5,0.2358974358974359,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.3294020146520147,,,,
kitting_started,116.66666666666666,AGV_06,TOTE_0228,station_3,KIT_0003_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_completed,117.33333333333333,AGV_09,TOTE_0279,station_2,KIT_0002_01,,,,,,,,,,,,,,,,,,,,{'PART_04': 400},False,,
kitting_started,118.66666666666666,AGV_01,TOTE_0297,station_2,KIT_0002_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_completed,123.33333333333333,AGV_10,TOTE_0222,station_1,KIT_0001_01,,,,,,,,,,,,,,,,,,,,{'PART_03': 200},False,,
kitting_started,124.66666666666666,AGV_08,TOTE_0240,station_1,KIT_0001_01,,,,,,,,,,,,,,,,,,,,,,,
dispatch,127.33333333333333,AGV_02,TOTE_0315,station_2,KIT_0002_01,{'PART_04': 400},2880.0,0.39048534798534795,0.20757936507936509,0.14444444444444446,0.03846153846153846,0.5,0.28717948717948716,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.3227188644688645,,,,
dispatch,134.0,AGV_04,TOTE_0201,station_1,KIT_0001_01,{'PART_03': 200},2880.0,0.3919334097275274,0.20797619047619048,0.15454545454545454,0.029411764705882353,0.5,0.3076923076923077,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.3219708379855439,,,,
kitting_completed,148.66666666666666,AGV_05,TOTE_0288,station_4,KIT_0004_01,,,,,,,,,,,,,,,,,,,,{'PART_04': 400},False,,
dispatch,148.66666666666666,AGV_10,TOTE_0501,station_4,KIT_0004_01,{'PART_09': 200},2880.0,0.3466691401040995,0.20884920634920637,0.10123456790123458,0.036585365853658534,0.5,0.28205128205128205,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.28379709788856133,,,,
kitting_started,150.0,AGV_03,TOTE_0267,station_4,KIT_0004_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_completed,156.66666666666666,AGV_06,TOTE_0228,station_3,KIT_0003_01,,,,,,,,,,,,,,,,,,,,{'PART_03': 200},False,,
dispatch,156.66666666666666,AGV_09,TOTE_0207,station_3,KIT_0003_01,{'PART_03': 200},2880.0,0.3839054145088628,0.20932539682539683,0.14871794871794872,0.02586206896551724,0.5,0.26153846153846155,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.3193610269041304,,,,
kitting_started,158.0,AGV_07,TOTE_0246,station_3,KIT_0003_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_completed,158.66666666666666,AGV_01,TOTE_0297,station_2,KIT_0002_01,,,,,,,,,,,,,,,,,,,,{'PART_04': 400},False,,
kitting_started,160.0,AGV_02,TOTE_0315,station_2,KIT_0002_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_completed,164.66666666666666,AGV_08,TOTE_0240,station_1,KIT_0001_01,,,,,,,,,,,,,,,,,,,,{'PART_03': 200},False,,
kitting_started,166.0,AGV_04,TOTE_0201,station_1,KIT_0001_01,,,,,,,,,,,,,,,,,,,,,,,
dispatch,168.66666666666666,AGV_05,TOTE_0264,station_2,KIT_0002_01,{'PART_04': 400},2880.0,0.38008325552443206,0.21003968253968255,0.12592592592592594,0.04411764705882353,0.5,0.3128205128205128,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.31079287868993755,,,,
dispatch,175.33333333333331,AGV_06,TOTE_0219,station_1,KIT_0001_01,{'PART_03': 200},2880.0,0.3824391429826212,0.21043650793650795,0.1393939393939394,0.03260869565217391,0.5,0.3076923076923077,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.3134259979151283,,,,
kitting_completed,190.0,AGV_03,TOTE_0267,station_4,KIT_0004_01,,,,,,,,,,,,,,,,,,,,{'PART_04': 400},False,,
dispatch,190.0,AGV_08,TOTE_0519,station_4,KIT_0004_01,{'PART_09': 200},2880.0,0.3418650793650794,0.21130952380952384,0.08888888888888889,0.041666666666666664,0.5,0.28205128205128205,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.27947344322344325,,,,
kitting_started,191.33333333333334,AGV_10,TOTE_0501,station_4,KIT_0004_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_completed,198.0,AGV_07,TOTE_0246,station_3,KIT_0003_01,,,,,,,,,,,,,,,,,,,,{'PART_03': 200},False,,
dispatch,198.0,AGV_01,TOTE_0225,station_3,KIT_0003_01,{'PART_03': 200},2880.0,0.37598503697560304,0.2117857142857143,0.13589743589743591,0.02830188679245283,0.5,0.26153846153846155,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.3122326871241966,,,,
kitting_started,199.33333333333334,AGV_09,TOTE_0207,station_3,KIT_0003_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_completed,200.0,AGV_02,TOTE_0315,station_2,KIT_0002_01,,,,,,,,,,,,,,,,,,,,{'PART_04': 400},False,,
kitting_started,201.33333333333334,AGV_05,TOTE_0264,station_2,KIT_0002_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_completed,206.0,AGV_04,TOTE_0201,station_1,KIT_0001_01,,,,,,,,,,,,,,,,,,,,{'PART_03': 200},False,,
kitting_started,207.33333333333334,AGV_06,TOTE_0219,station_1,KIT_0001_01,,,,,,,,,,,,,,,,,,,,,,,
dispatch,210.0,AGV_03,TOTE_0282,station_2,KIT_0002_01,{'PART_04': 400},2880.0,0.3716315453384419,0.21250000000000002,0.1074074074074074,0.05172413793103448,0.5,0.28717948717948716,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.30575044208664903,,,,
dispatch,216.66666666666666,AGV_07,TOTE_0237,station_1,KIT_0001_01,{'PART_03': 200},2880.0,0.3737246154929082,0.21289682539682542,0.12424242424242425,0.036585365853658534,0.5,0.3076923076923077,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.3055829231743866,,,,
kitting_completed,239.33333333333334,AGV_09,TOTE_0207,station_3,KIT_0003_01,,,,,,,,,,,,,,,,,,,,{'PART_03': 200},False,,
dispatch,239.33333333333334,AGV_04,TOTE_0243,station_3,KIT_0003_01,{'PART_03': 200},2880.0,0.3685729548229548,0.21424603174603177,0.12307692307692308,0.03125,0.5,0.26153846153846155,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.3055618131868132,,,,
kitting_started,240.66666666666669,AGV_01,TOTE_0225,station_3,KIT_0003_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_completed,241.33333333333334,AGV_10,TOTE_0501,station_4,KIT_0004_01,,,,,,,,,,,,,,,,,,,,{'PART_09': 200},False,,
kitting_completed,241.33333333333334,AGV_05,TOTE_0264,station_2,KIT_0002_01,,,,,,,,,,,,,,,,,,,,{'PART_04': 400},False,,
dispatch,241.33333333333334,AGV_02,TOTE_0258,station_2,KIT_0002_01,{'PART_04': 400},2880.0,0.3657539682539683,0.21436507936507937,0.08888888888888889,0.0625,0.5,0.27692307692307694,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.30148626373626375,,,,
kitting_started,242.66666666666669,AGV_08,TOTE_0519,station_4,KIT_0004_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_started,242.66666666666669,AGV_03,TOTE_0282,station_2,KIT_0002_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_completed,247.33333333333334,AGV_06,TOTE_0219,station_1,KIT_0001_01,,,,,,,,,,,,,,,,,,,,{'PART_03': 200},False,,
kitting_started,248.66666666666669,AGV_07,TOTE_0237,station_1,KIT_0001_01,,,,,,,,,,,,,,,,,,,,,,,
dispatch,261.33333333333337,AGV_10,TOTE_0456,station_1,KIT_0001_01,{'PART_06': 180},2880.0,0.3621464646464646,0.21555555555555556,0.10909090909090909,0.0375,0.5,0.2564102564102564,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.3002907925407925,,,,
dispatch,261.33333333333337,AGV_09,TOTE_0285,station_4,KIT_0004_01,{'PART_04': 200},2880.0,0.34048586220629234,0.21555555555555556,0.07654320987654323,0.04838709677419355,0.0,0.28205128205128205,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.2782321477805349,,,,
kitting_completed,280.6666666666667,AGV_01,TOTE_0225,station_3,KIT_0003_01,,,,,,,,,,,,,,,,,,,,{'PART_03': 200},False,,
dispatch,280.6666666666667,AGV_06,TOTE_0195,station_3,KIT_0003_01,{'PART_03': 200},2880.0,0.36184648039299205,0.2167063492063492,0.11025641025641027,0.03488372093023256,0.5,0.35384615384615387,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.29027721696907743,,,,
kitting_started,282.0,AGV_04,TOTE_0243,station_3,KIT_0003_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_completed,282.6666666666667,AGV_03,TOTE_0282,station_2,KIT_0002_01,,,,,,,,,,,,,,,,,,,,{'PART_04': 400},False,,
dispatch,282.6666666666667,AGV_05,TOTE_0300,station_2,KIT_0002_01,{'PART_04': 200},2880.0,0.32666945140629355,0.21682539682539684,0.07037037037037037,0.039473684210526314,0.0,0.26153846153846155,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.26784866011181807,,,,
kitting_started,284.0,AGV_02,TOTE_0258,station_2,KIT_0002_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_completed,288.6666666666667,AGV_07,TOTE_0237,station_1,KIT_0001_01,,,,,,,,,,,,,,,,,,,,{'PART_03': 200},False,,
kitting_started,291.33333333333337,AGV_10,TOTE_0456,station_1,KIT_0001_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_completed,292.6666666666667,AGV_08,TOTE_0519,station_4,KIT_0004_01,,,,,,,,,,,,,,,,,,,,{'PART_09': 200},False,,
kitting_started,294.0,AGV_09,TOTE_0285,station_4,KIT_0004_01,,,,,,,,,,,,,,,,,,,,,,,
dispatch,302.6666666666667,AGV_01,TOTE_0459,station_1,KIT_0001_01,{'PART_06': 180},2880.0,0.3563275613275613,0.21801587301587302,0.09545454545454546,0.04285714285714285,0.5,0.28205128205128205,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.292489676989677,,,,
dispatch,304.6666666666667,AGV_03,TOTE_0504,station_4,KIT_0004_01,{'PART_09': 200},2880.0,0.3400247591914259,0.21813492063492065,0.06419753086419754,0.057692307692307696,0.5,0.28205128205128205,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.2778171550671551,,,,
kitting_completed,314.0,AGV_09,TOTE_0285,station_4,KIT_0004_01,,,,,,,,,,,,,,,,,,,,{'PART_04': 200},False,,
dispatch,314.0,AGV_07,TOTE_0105,station_4,KIT_0004_01,{'PART_02': 120},2880.0,0.31339947089947096,0.2186904761904762,0.051851851851851864,0.04285714285714285,0.5,0.23076923076923078,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.2589826007326008,,,,
kitting_completed,322.0,AGV_04,TOTE_0243,station_3,KIT_0003_01,,,,,,,,,,,,,,,,,,,,{'PART_03': 200},False,,
dispatch,322.0,AGV_08,TOTE_0213,station_3,KIT_0003_01,{'PART_03': 200},2880.0,0.3560762483130905,0.21916666666666668,0.09743589743589745,0.039473684210526314,0.5,0.2512820512820513,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.29534041835357633,,,,
kitting_started,323.3333333333333,AGV_06,TOTE_0195,station_3,KIT_0003_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_completed,324.0,AGV_02,TOTE_0258,station_2,KIT_0002_01,,,,,,,,,,,,,,,,,,,,{'PART_04': 400},False,,
kitting_started,325.3333333333333,AGV_05,TOTE_0300,station_2,KIT_0002_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_started,331.33333333333337,AGV_03,TOTE_0504,station_4,KIT_0004_01,,,,,,,,,,,,,,,,,,,,,,,
dispatch,334.0,AGV_09,TOTE_0099,station_2,KIT_0002_01,{'PART_02': 120},2880.0,0.3082647907647908,0.2198809523809524,0.061111111111111116,0.02727272727272727,0.5,0.26153846153846155,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.2512844655344656,,,,
kitting_completed,345.3333333333333,AGV_05,TOTE_0300,station_2,KIT_0002_01,,,,,,,,,,,,,,,,,,,,{'PART_04': 200},False,,
dispatch,345.3333333333333,AGV_02,TOTE_0117,station_2,KIT_0002_01,{'PART_02': 120},2880.0,0.3061111111111111,0.22055555555555556,0.05555555555555556,0.03,0.5,0.21025641025641026,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.254474358974359,,,,
kitting_completed,351.33333333333337,AGV_10,TOTE_0456,station_1,KIT_0001_01,,,,,,,,,,,,,,,,,,,,{'PART_06': 180},False,,
dispatch,351.33333333333337,AGV_04,TOTE_0114,station_1,KIT_0001_01,{'PART_02': 120},2880.0,0.33606421356421357,0.22091269841269842,0.08181818181818182,0.03333333333333333,0.5,0.2564102564102564,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.27681676656676657,,,,
kitting_started,352.6666666666667,AGV_01,TOTE_0459,station_1,KIT_0001_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_started,359.3333333333333,AGV_09,TOTE_0099,station_2,KIT_0002_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_completed,363.3333333333333,AGV_06,TOTE_0195,station_3,KIT_0003_01,,,,,,,,,,,,,,,,,,,,{'PART_03': 200},False,,
kitting_started,364.66666666666663,AGV_08,TOTE_0213,station_3,KIT_0003_01,,,,,,,,,,,,,,,,,,,,,,,
dispatch,367.3333333333333,AGV_05,TOTE_0318,station_3,KIT_0003_01,{'PART_05': 90},2880.0,0.32693500943500947,0.22186507936507938,0.08461538461538463,0.02045454545454545,0.5,0.21025641025641026,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.2732158674658675,,,,
kitting_completed,381.33333333333337,AGV_03,TOTE_0504,station_4,KIT_0004_01,,,,,,,,,,,,,,,,,,,,{'PART_09': 200},False,,
dispatch,381.33333333333337,AGV_10,TOTE_0123,station_4,KIT_0004_01,{'PART_02': 120},2880.0,0.31714285714285717,0.22269841269841273,0.044444444444444446,0.049999999999999996,0.5,0.3076923076923077,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.2546593406593407,,,,
kitting_started,382.6666666666667,AGV_07,TOTE_0105,station_4,KIT_0004_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_completed,404.66666666666663,AGV_08,TOTE_0213,station_3,KIT_0003_01,,,,,,,,,,,,,,,,,,,,{'PART_03': 200},False,,
dispatch,404.66666666666663,AGV_03,TOTE_0321,station_3,KIT_0003_01,{'PART_05': 90},2880.0,0.3248846749456506,0.2240873015873016,0.07884615384615386,0.02195121951219512,0.5,0.2512820512820513,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.2672680023228804,,,,
kitting_started,405.99999999999994,AGV_05,TOTE_0318,station_3,KIT_0003_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_completed,412.6666666666667,AGV_01,TOTE_0459,station_1,KIT_0001_01,,,,,,,,,,,,,,,,,,,,{'PART_06': 180},False,,
dispatch,412.6666666666667,AGV_06,TOTE_0132,station_1,KIT_0001_01,{'PART_02': 120},2880.0,0.3347907647907648,0.22456349206349208,0.07272727272727274,0.0375,0.5,0.3076923076923077,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.27054245754245754,,,,
kitting_started,414.0,AGV_04,TOTE_0114,station_1,KIT_0001_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_completed,419.3333333333333,AGV_09,TOTE_0099,station_2,KIT_0002_01,,,,,,,,,,,,,,,,,,,,{'PART_02': 120},False,,
kitting_started,420.66666666666663,AGV_02,TOTE_0117,station_2,KIT_0002_01,,,,,,,,,,,,,,,,,,,,,,,
dispatch,425.99999999999994,AGV_08,TOTE_0135,station_2,KIT_0002_01,{'PART_02': 120},2880.0,0.3086904761904762,0.22535714285714287,0.05,0.03333333333333333,0.5,0.26153846153846155,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.2516675824175824,,,,
kitting_completed,442.6666666666667,AGV_07,TOTE_0105,station_4,KIT_0004_01,,,,,,,,,,,,,,,,,,,,{'PART_02': 120},False,,
dispatch,442.6666666666667,AGV_09,TOTE_0141,station_4,KIT_0004_01,{'PART_02': 120},2880.0,0.3233862433862434,0.22634920634920636,0.03703703703703705,0.06,0.5,0.28205128205128205,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.26284249084249084,,,,
kitting_started,444.0,AGV_10,TOTE_0123,station_4,KIT_0004_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_completed,465.99999999999994,AGV_05,TOTE_0318,station_3,KIT_0003_01,,,,,,,,,,,,,,,,,,,,{'PART_05': 90},False,,
dispatch,465.99999999999994,AGV_07,TOTE_0336,station_3,KIT_0003_01,{'PART_05': 90},2880.0,0.32449922884133414,0.22773809523809524,0.07307692307692308,0.023684210526315787,0.5,0.2358974358974359,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.26845956236745716,,,,
kitting_started,467.33333333333326,AGV_03,TOTE_0321,station_3,KIT_0003_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_completed,474.0,AGV_04,TOTE_0114,station_1,KIT_0001_01,,,,,,,,,,,,,,,,,,,,{'PART_02': 120},False,,
dispatch,474.0,AGV_01,TOTE_0150,station_1,KIT_0001_01,{'PART_02': 120},2880.0,0.33470779220779223,0.22821428571428573,0.06363636363636364,0.04285714285714285,0.5,0.2564102564102564,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.27559598734598734,,,,
kitting_started,475.3333333333333,AGV_06,TOTE_0132,station_1,KIT_0001_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_completed,480.66666666666663,AGV_02,TOTE_0117,station_2,KIT_0002_01,,,,,,,,,,,,,,,,,,,,{'PART_02': 120},False,,
kitting_started,481.99999999999994,AGV_08,TOTE_0135,station_2,KIT_0002_01,,,,,,,,,,,,,,,,,,,,,,,
dispatch,484.66666666666663,AGV_05,TOTE_0153,station_2,KIT_0002_01,{'PART_02': 120},2880.0,0.3107936507936508,0.22884920634920636,0.044444444444444446,0.0375,0.5,0.2358974358974359,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.2561245421245421,,,,
kitting_completed,504.0,AGV_10,TOTE_0123,station_4,KIT_0004_01,,,,,,,,,,,,,,,,,,,,{'PART_02': 120},False,,
dispatch,504.0,AGV_02,TOTE_0339,station_4,KIT_0004_01,{'PART_05': 90},2880.0,0.3158796296296297,0.23,0.02962962962962963,0.056249999999999994,0.5,0.28205128205128205,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.2560865384615385,,,,
kitting_started,505.3333333333333,AGV_09,TOTE_0141,station_4,KIT_0004_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_completed,527.3333333333333,AGV_03,TOTE_0321,station_3,KIT_0003_01,,,,,,,,,,,,,,,,,,,,{'PART_05': 90},False,,
dispatch,527.3333333333333,AGV_04,TOTE_0357,station_3,KIT_0003_01,{'PART_05': 90},2880.0,0.3244108669108669,0.2313888888888889,0.06730769230769232,0.025714285714285714,0.5,0.2512820512820513,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.2668415750915751,,,,
kitting_started,528.6666666666666,AGV_07,TOTE_0336,station_3,KIT_0003_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_completed,535.3333333333333,AGV_06,TOTE_0132,station_1,KIT_0001_01,,,,,,,,,,,,,,,,,,,,{'PART_02': 120},False,,
dispatch,535.3333333333333,AGV_10,TOTE_0168,station_1,KIT_0001_01,{'PART_02': 120},2880.0,0.33641053391053394,0.23186507936507939,0.05454545454545454,0.049999999999999996,0.5,0.3076923076923077,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.2720002497502498,,,,
kitting_started,536.6666666666666,AGV_01,TOTE_0150,station_1,KIT_0001_01,,,,,,,,,,,,,,,,,,,,,,,
kitting_completed,542.0,AGV_08,TOTE_0135,station_2,KIT_0002_01,,,,,,,,,,,,,,,,,,,,{'PART_02': 120},False,,
kitting_started,543.3333333333334,AGV_05,TOTE_0153,station_2,KIT_0002_01,,,,,,,,,,,,,,,,,,,,,,,
dispatch,548.6666666666666,AGV_03,TOTE_0171,station_2,KIT_0002_01,{'PART_02': 120},2880.0,0.3144047619047619,0.23265873015873018,0.03888888888888889,0.04285714285714285,0.5,0.26153846153846155,0.9,0.0,0.1,0.2,0.3,0.2,0.1,0.006,2.0,1200.0,0.2568104395604396,,,,
kitting_completed,565.3333333333333,AGV_09,TOTE_0141,station_4,KIT_0004_01,,,,,,,,,,,,,,,,,,,,{'PART_02': 120},False,,
