alpha_1,alpha_2,alpha_3,tardiness_index,makespan_index,initial_fragmentation_index,final_fragmentation_index,fragmentationReductionRate,distance_index,objective_value,make_span,tardiness count,dispatch count,total distance,index
0.55,0.4,0.05,0.0,1.0288604695552583,0.060289316018805196,0.003225278781103085,94.65,0.4403382871732061,0.09644443582941445,17967.333333333343,0,1214,102103.0,159
0.65,0.0,0.35,0.0,1.0386333269707968,0.060289316018805196,0.018044393561518175,70.07,0.3910990715208351,0.0964548915690788,18138.00000000003,0,1293,96587.0,160
0.8,0.05,0.15,0.0,0.9866004962779167,0.060289316018805196,0.020840804523563808,65.43,0.40988118865230394,0.09657038503619539,17229.333333333365,0,1166,91283.0,161
0.8,0.1,0.1,0.0,1.0227524336705482,0.060289316018805196,0.012937467750257996,78.54,0.4232007100337087,0.09733893301197569,17860.666666666686,0,1168,94411.0,162
0.85,0.05,0.1,0.0,0.9856079404466512,0.060289316018805196,0.020860871029698427,65.4,0.41834544104059856,0.09737320243530195,17212.000000000033,0,1156,92369.0,163
0.8,0.0,0.2,0.0,0.9917923267799208,0.060289316018805196,0.02870114164086688,52.39,0.3957727360868722,0.09777723243994332,17320.00000000003,0,1215,91845.0,164
0.85,0.0,0.15,0.0,0.9711013552204637,0.060289316018805196,0.03088552416580668,48.77,0.40414550939689725,0.09823527595045492,16958.66666666671,0,1194,92167.0,165
0.85,0.1,0.05,0.0,1.0010307310555464,0.060289316018805196,0.019370216288269692,67.87,0.43047784972115705,0.09891038641137394,17481.333333333372,0,1166,95870.0,166
0.9,0.05,0.05,0.0,0.9527390723420518,0.060289316018805196,0.034637960812980165,42.55,0.429502916060588,0.10097863346705545,16638.000000000044,0,1141,93602.0,167
0.9,0.0,0.1,0.0,0.9953426226379091,0.060289316018805196,0.037392805440889805,37.98,0.4107138844572276,0.10205636120988516,17382.000000000033,0,1165,91390.0,168
0.25,0.1,0.65,0.017985436172837797,1.042908952090094,0.060289316018805196,0.005729292082330007,90.5,0.39336479722461487,0.10309270484672599,18212.66666666669,1,1319,99100.0,169
0.0,0.6,0.4,0.019439453150200188,1.0430616529872119,0.060289316018805196,0.0029156812578832693,95.16,0.4107387649264208,0.10479336275197776,18215.333333333358,1,1268,99476.0,170
0.95,0.0,0.05,0.0,0.9780492460393219,0.060289316018805196,0.04560287309368192,24.36,0.4250551836109236,0.10508884259116305,17080.000000000036,0,1148,93201.0,171
0.0,0.7,0.3,0.021254006360833372,1.0432525291086083,0.060289316018805196,0.0025344176413255367,95.8,0.41081269168210915,0.10569392441449736,18218.66666666668,1,1294,101534.0,172
0.05,0.75,0.2,0.021254006360828373,1.0295476235922891,0.060289316018805196,0.002598917125329665,95.69,0.41896762659570524,0.10584352247523948,17979.333333333358,1,1271,101709.0,173
0.05,0.55,0.4,0.022703281976822302,1.043405230005726,0.060289316018805196,0.003787140952872376,93.72,0.4094240837696335,0.10673561725036365,18221.333333333343,1,1265,98923.0,174
0.05,0.85,0.1,0.023427132895142103,1.0270280587898457,0.060289316018805196,0.0035348763043228978,94.14,0.42335254029073677,0.10763204295219099,17935.333333333354,2,1253,101318.0,175
0.9,0.1,0.0,0.0,1.0140484825348355,0.060289316018805196,0.02125933450865726,64.74,0.505899362527109,0.10767016073204985,17708.66666666669,0,1195,115469.0,176
0.0,0.95,0.05,0.026317308317378333,1.0418018705859893,0.060289316018805196,0.003534876304322899,94.14,0.4268956347961088,0.1103146394747653,18193.33333333334,2,1268,103389.0,177
0.95,0.05,0.0,0.0,0.9916396258828031,0.060289316018805196,0.03951412180369224,34.46,0.5077762755541844,0.11221384539066626,17317.333333333365,0,1154,111921.0,178
0.35,0.0,0.65,0.032431335635073784,1.044435961061271,0.060289316018805196,0.010098057132209607,83.25,0.39155089838172297,0.11224353963018932,18239.333333333343,1,1408,105299.0,179
0.0,0.8,0.2,0.03314818154390138,1.0373735445695744,0.060289316018805196,0.0031536126877651643,94.77,0.4183376759154136,0.1128800284754954,18116.000000000015,1,1282,102435.0,180
0.1,0.8,0.1,0.037438499172364526,1.0332124451231153,0.060289316018805196,0.0028583483832129346,95.26,0.4244261295790643,0.11555191427382658,18043.33333333335,1,1254,101656.0,181
1.0,0.0,0.0,0.0,1.0302729528535974,0.060289316018805196,0.047761455825020074,20.78,0.5047443438000512,0.11631651877019103,17992.000000000004,0,1167,112506.0,182
0.05,0.15,0.8,0.05090432986178095,1.0464210727238028,0.060289316018805196,0.0025487508599931195,95.77,0.39086678301337985,0.12016973861950558,18274.000000000025,1,1350,100785.0,183
0.25,0.55,0.2,0.05301403528561318,1.0255010498186674,0.060289316018805196,0.00402507238275427,93.32,0.42004400688803467,0.12364469430165037,17908.666666666675,1,1204,96595.0,184
0.0,0.3,0.7,0.06419123861977001,1.0471082267608323,0.060289316018805196,0.0042658704563696805,92.92,0.39819038990402733,0.12875939270622877,18286.000000000015,2,1306,99327.0,185
0.2,0.65,0.15,0.07421378666098644,1.0087039511357137,0.060289316018805196,0.0019940552975576194,96.69,0.4206647757945519,0.13391747438905072,17615.33333333336,1,1222,98184.0,186
0.0,0.85,0.15,0.07180373212898924,1.0476045046764646,0.060289316018805196,0.0027866822898750146,95.38,0.4207742395122275,0.13478570654295258,18294.666666666675,2,1264,101585.0,187
0.3,0.05,0.65,0.08277401698504123,1.0499331933575113,0.060289316018805196,0.005895557418873982,90.22,0.3900035528694301,0.13879139152225345,18335.333333333354,1,1341,99892.0,188
0.85,0.15,0.0,0.057919441057712094,1.0451994655468606,0.060289316018805196,0.014693287037037034,75.63,0.5121017202692595,0.13973382399712175,18252.66666666669,2,1225,119819.0,189
0.0,0.75,0.25,0.0854978865615753,1.0298530253865246,0.060289316018805196,0.002922847867217062,95.15,0.4182185698190735,0.14121520022026512,17984.66666666669,1,1264,100968.0,190
0.1,0.1,0.8,0.10168711029153808,1.0488261118534075,0.060289316018805196,0.004225737444100446,92.99,0.3912080667054489,0.14875774415679133,18316.00000000002,2,1350,100873.0,191
0.05,0.35,0.6,0.11001632719403429,1.0530253865241466,0.060289316018805196,0.005320795350303863,91.17,0.40228021589278135,0.1549845094772955,18389.33333333336,1,1295,99502.0,192
0.1,0.15,0.75,0.11827674092438335,1.0481771330406564,0.060289316018805196,0.00383730721820892,93.64,0.39204911718000723,0.15781716804390708,18304.666666666675,2,1332,99742.0,193
0.0,0.2,0.8,0.1277741104947364,1.055086848635236,0.060289316018805196,0.0034775434296525614,94.23,0.39240935012359135,0.16331430124512172,18425.333333333354,1,1345,100808.0,194
0.05,0.8,0.15,0.13847286710803158,1.0463828974995222,0.060289316018805196,0.0031822791251003325,94.72,0.4249287560474518,0.1719267811266688,18273.333333333336,3,1264,102588.0,195
0.0,0.35,0.65,0.14682230546542488,1.0573391868677224,0.060289316018805196,0.004492335311317508,92.55,0.4036512703562137,0.17533205497838644,18464.666666666675,1,1304,100535.0,196
0.15,0.1,0.75,0.15256211714212098,1.0580263409047521,0.060289316018805196,0.004721666809998851,92.17,0.38996074273038794,0.17722305578944259,18476.666666666668,1,1343,100030.0,197
0.5,0.0,0.5,0.15383316910860714,1.0581790418018702,0.060289316018805196,0.017473931458548336,71.02,0.3895520651541594,0.1817145810528079,18479.33333333334,1,1350,100446.0,198
0.15,0.0,0.85,0.20369641637869026,1.0643252529108602,0.060289316018805196,0.00971106022818484,83.89,0.3849634957155021,0.20665895929382835,18586.66666666667,1,1445,106248.0,199
0.05,0.05,0.9,0.20851860776046996,1.0539034166825734,0.060289316018805196,0.004909431974544202,91.86,0.3857481238453696,0.2074280470792874,18404.666666666686,2,1366,100644.0,200
0.0,0.25,0.75,0.21271903397834657,1.0652414582935672,0.060289316018805196,0.0043991693899782126,92.7,0.3961994270766528,0.21119723512742772,18602.666666666675,2,1347,101933.0,201
0.2,0.0,0.8,0.21749801559468393,1.0660813132277154,0.060289316018805196,0.009133431515881207,84.85,0.38497911231917104,0.21416591492514342,18617.33333333335,1,1435,105517.0,202
0.1,0.05,0.85,0.24425251452446073,1.0576445886619585,0.060289316018805196,0.0048520990998738665,91.95,0.38760197248264944,0.22743693939977844,18470.00000000002,2,1376,101868.0,203
0.05,0.1,0.85,0.24599164539758134,1.060469555258637,0.060289316018805196,0.003405877336314641,94.35,0.391755457579376,0.22851619169043358,18519.333333333343,2,1368,102361.0,204
0.3,0.0,0.7,0.2451224580330009,1.0598969268944454,0.060289316018805196,0.011054082817337458,81.66,0.38920454545454547,0.23004887765352855,18509.333333333347,2,1408,104668.0,205
0.0,0.45,0.55,0.26122401348877056,1.0545142202710436,0.060289316018805196,0.0037154748595344556,93.84,0.40274818960502295,0.23778837985073864,18415.33333333334,3,1305,100387.0,206
0.25,0.0,0.75,0.280713403135707,1.0579499904561942,0.060289316018805196,0.011471179480564149,80.97,0.38997840683882035,0.24972906577549986,18475.333333333354,2,1416,105472.0,207
0.0,0.15,0.85,0.30530367380162027,1.0633326970795962,0.060289316018805196,0.003167945906432747,94.75,0.3901833409899426,0.26105237331579506,18569.33333333336,2,1379,102770.0,208
0.8,0.2,0.0,0.29239317995967856,1.076045046764649,0.060289316018805196,0.0064545529469097595,89.29,0.5047111856947768,0.2670259857696063,18791.333333333336,1,1223,117897.0,209
0.75,0.25,0.0,0.41553766593698427,1.0734491315136472,0.060289316018805196,0.005399628052975576,91.04,0.5004594852079487,0.33388400977771127,18746.000000000007,2,1242,118720.0,210
0.05,0.0,0.95,0.4503676547288856,1.0799389196411533,0.060289316018805196,0.008845333820662766,85.33,0.38879896290672605,0.3432326525198162,18859.333333333354,2,1462,108569.0,211
0.1,0.0,0.9,0.48562176940270746,1.0800534453139912,0.060289316018805196,0.009306863461758972,84.56,0.3888859025769483,0.3627752947334112,18861.333333333347,2,1461,108519.0,212
0.65,0.35,0.0,0.5009997296147152,1.0817713304065653,0.060289316018805196,0.004399169389978214,92.7,0.5089631004776705,0.38185447867318223,18891.333333333332,3,1255,122001.0,213
0.6,0.4,0.0,0.5220952160242358,1.0712731437297187,0.060289316018805196,0.004399169389978214,92.7,0.5054850162852795,0.3925842784453371,18708.000000000004,4,1249,120588.0,214
0.0,0.1,0.9,0.5532463396499825,1.0875357892727622,0.060289316018805196,0.0037871409528723752,93.72,0.3893836285191094,0.3987367814089012,18992.00000000002,4,1421,105683.0,215
0.55,0.45,0.0,0.5745304641549994,1.0866577591143338,0.060289316018805196,0.0034058773363146435,94.35,0.5065206289365625,0.421998469335517,18976.666666666664,3,1261,121996.0,216
0.7,0.3,0.0,0.5788995546377987,1.0900553540752043,0.060289316018805196,0.005233362716431602,91.32,0.5083752798774431,0.42530505955722336,19036.0,2,1244,120792.0,217
0.5,0.5,0.0,0.6697269063518514,1.0990265317808727,0.060289316018805196,0.004708766913198027,92.19,0.5051530216195683,0.47522905731847814,19192.666666666657,5,1268,122342.0,218
0.3,0.7,0.0,0.8156925209718691,1.0969650696697835,0.060289316018805196,0.0031536126877651656,94.77,0.5097758507853403,0.5554028089028807,19156.666666666668,7,1280,124630.0,219
0.0,0.05,0.95,0.8476152703248502,1.100515365527773,0.060289316018805196,0.0029156812578832693,95.16,0.38567528007656365,0.5606563993400777,19218.666666666693,5,1488,109612.0,220
0.4,0.6,0.0,0.8279046730685671,1.0978049246039308,0.060289316018805196,0.0037154748595344574,93.84,0.5026793480936829,0.561620393685137,19171.333333333325,7,1276,122511.0,221
0.0,0.0,1.0,0.8520484631458191,1.1122733346058409,0.060289316018805196,0.008952832960669647,85.15,0.3802520455681549,0.5649513759055089,19424.000000000015,4,1592,115624.0,222
0.45,0.55,0.0,0.8985038493764589,1.0949799580072523,0.060289316018805196,0.003405877336314643,94.35,0.5042521301714403,0.6003730912754535,19121.999999999996,8,1275,122798.0,223
0.25,0.75,0.0,0.9734409152275612,1.0958579881656794,0.060289316018805196,0.003160779297098957,94.76,0.5037000432896896,0.6415036409015412,19137.33333333333,8,1282,123337.0,224
0.35,0.65,0.0,1.0244473348339942,1.1087230387478515,0.060289316018805196,0.0034775434296525627,94.23,0.5099885471204189,0.6709243038370272,19361.999999999996,9,1280,124682.0,225
0.15,0.85,0.0,1.2814481164942362,1.1162053827066218,0.060289316018805196,0.003225278781103085,94.65,0.5084861043007861,0.8124229272715705,19492.666666666653,11,1324,128588.0,226
0.1,0.9,0.0,1.2950315352729196,1.1238022523382316,0.060289316018805196,0.0030962798130948284,94.86,0.503578641880895,0.8197442051490353,19625.333333333332,11,1335,128405.0,227
0.2,0.8,0.0,1.3613563480509354,1.1282305783546474,0.060289316018805196,0.0037871409528723774,93.72,0.5065095052775989,0.8569446131593685,19702.66666666667,11,1309,126637.0,228
0.05,0.95,0.0,1.766631576731961,1.1475854170643236,0.060289316018805196,0.0031536126877651656,94.77,0.5048731966473641,1.0804600415268608,20040.666666666653,13,1358,130953.0,229
0.0,1.0,0.0,1.9615022438151584,1.1326589043710609,0.060289316018805196,0.0029873473512211906,95.04,0.5087298990276738,1.187228373425024,19779.999999999975,17,1344,130593.0,230
