tardiness_index,initial_fragmentation_index,final_fragmentation_index,fragmentationReductionRate,distance_index,objective_value,make_span,tardiness count,dispatch count,total distance,index
1.2880075332690137,0.09072985133020352,0.061921247391758014,31.75,0.5037094797816642,0.8417518421571021,20644.66666666664,3,1410,135654.0,0
