alpha_1,alpha_2,alpha_3,w_s1,w_s2,tardiness_index,makespan_index,initial_fragmentation_index,final_fragmentation_index,fragmentationReductionRate,distance_index,objective_value,make_span,tardiness count,dispatch count,total distance,index
0.65,0.15,0.2,0.3,0.7,0.0,1.0001588246972406,0.06032531668938882,0.011394054618268572,81.11,0.4068537944141156,0.09411153706175418,16792.66666666671,0,1124,87345.0,0
