alpha_1,alpha_2,alpha_3,tardiness_index,makespan_index,initial_fragmentation_index,final_fragmentation_index,fragmentationReductionRate,distance_index,objective_value,make_span,tardiness count,dispatch count,total distance,index
0.55,0.25,0.2,0.0,1.0076632916418502,0.06032531668938882,0.0067161405078391264,88.87,0.40409825981162767,0.09280783271560702,16918.666666666708,0,1149,88683.0,0
0.65,0.15,0.2,0.0,1.004248560651181,0.06032531668938882,0.011311686974551236,81.25,0.4012948560324543,0.09373541972816986,16861.333333333376,0,1137,87148.0,1
0.15,0.65,0.2,1.595639446255633,1.0627754615842748,0.06032531668938882,0.0028746840206771186,95.23,0.4151475009987594,0.9731176238258911,17844.000000000022,14,1245,98720.0,2
