alpha_1,alpha_2,alpha_3,w_s1,w_s2,gamma1,gamma2,margin_sec,lambda,p,epsilon,beta,tardiness_index,makespan_index,initial_fragmentation_index,final_fragmentation_index,fragmentationReductionRate,distance_index,objective_value,make_span,tardiness count,dispatch count,total distance,index
0.6,0.35,0.05,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.7380497271806696,1.0593210244192959,0.060289316018805196,0.003405877336314643,94.35,0.4392440259047355,0.5038395669617011,17786.000000000025,6,1207,101262.0,104
0.35,0.35,0.3,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.7549040587356458,1.060790152868769,0.060289316018805196,0.0035320096605893823,94.14,0.41082366629025086,0.5103787094752457,17810.66666666668,8,1224,96044.0,105
0.1,0.25,0.65,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.7694221153226986,1.0710343458407767,0.060289316018805196,0.004539634932920534,92.47,0.3961316780744206,0.5177089390068412,17982.66666666669,8,1269,96014.0,106
0.2,0.5,0.3,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.7718214309552776,1.0474091721262646,0.060289316018805196,0.0028583483832129337,95.26,0.4096826106004676,0.5186980112067265,17586.00000000003,7,1207,94447.0,107
0.3,0.4,0.3,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.7970065700915159,1.0577724836212017,0.060289316018805196,0.0022964862114436416,96.19,0.4128358080851429,0.5332147644033413,17760.000000000022,8,1220,96199.0,108
0.2,0.05,0.75,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.8038268576953884,1.0862418106015466,0.060289316018805196,0.005766558450865726,90.44,0.3909893549197272,0.5372457652897734,18238.000000000015,5,1355,101190.0,109
0.3,0.35,0.35,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.8267711614906458,1.0605519158229093,0.060289316018805196,0.0033041114837747965,94.52,0.4121682614190287,0.5499597941980361,17806.666666666693,8,1218,95886.0,110
0.45,0.45,0.1,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.833713951952402,1.055390113162596,0.060289316018805196,0.0023896521327829365,96.04,0.42700636832525585,0.5547297117043114,17720.000000000033,7,1211,98767.0,111
0.25,0.5,0.25,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.836445535558171,1.0535239229700204,0.060289316018805196,0.0035420429136566903,94.12,0.41513230276592195,0.5552970838561843,17688.66666666669,9,1223,96972.0,112
0.35,0.55,0.1,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.8377284093710674,1.0374032162001183,0.060289316018805196,0.004668633900928792,92.26,0.4294767020077092,0.5569690463351425,17418.000000000033,8,1198,98272.0,113
0.15,0.05,0.8,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.8453912821166429,1.0879491760968807,0.060289316018805196,0.006362820347437218,89.45,0.3893863566368956,0.5602101457369184,18266.666666666675,5,1360,101147.0,114
0.85,0.15,0.0,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.828875232834191,1.0933095096287455,0.060289316018805196,0.014719086830638686,75.59,0.5107769013502342,0.5660402697244573,18356.666666666686,4,1216,118631.0,115
0.15,0.4,0.45,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.8566193592750122,1.0613063331348005,0.060289316018805196,0.0037154748595344565,93.84,0.41071044972263526,0.5663916516881207,17819.333333333347,13,1243,97508.0,116
0.35,0.0,0.65,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.8536269954388631,1.096287472702002,0.060289316018805196,0.010943717033597065,81.85,0.3906841112630288,0.5666607473628569,18406.66666666666,4,1413,105439.0,117
0.3,0.5,0.2,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.8714483206194944,1.0435576732181846,0.060289316018805196,0.0035320096605893823,94.14,0.42098921674005757,0.5746329845738138,17521.333333333365,6,1208,97134.0,118
0.8,0.2,0.0,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.8506256504798828,1.0972801270597548,0.060289316018805196,0.007680043142988191,87.26,0.5047452973378583,0.5754866567936057,18423.33333333333,4,1228,118387.0,119
0.45,0.4,0.15,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.8743879065531035,1.0576136589239618,0.060289316018805196,0.0035492095229904823,94.11,0.4253775258534897,0.5773965469926512,17757.333333333365,7,1210,98309.0,120
0.15,0.35,0.5,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.8913906903645096,1.0679372642445886,0.060289316018805196,0.004059472107556471,93.27,0.4037128971026887,0.5852508742552456,17930.66666666669,11,1255,96772.0,121
0.2,0.55,0.25,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.8918462366482833,1.0482032956124667,0.060289316018805196,0.0025415842506593274,95.78,0.41639946402503497,0.5853280166148804,17599.33333333336,10,1223,97268.0,122
0.35,0.45,0.2,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.8929083716392661,1.0530077427039892,0.060289316018805196,0.003354277749111341,94.44,0.4204110338360553,0.5867973782451348,17680.000000000025,8,1206,96840.0,123
0.1,0.2,0.7,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.9030178504207881,1.0687710939051007,0.060289316018805196,0.003539176269923173,94.13,0.3967336703939362,0.5908334923470591,17944.666666666686,9,1282,97145.0,124
0.3,0.45,0.25,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.9006129191549344,1.0603930911256687,0.060289316018805196,0.0026634166093337905,95.58,0.4176919179452535,0.5909249768688228,17804.000000000025,10,1209,96453.0,125
0.2,0.0,0.8,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.9040681918782775,1.1029184038117907,0.060289316018805196,0.013366030988418758,77.83,0.38948629547261476,0.5953418645674293,18518.000000000015,4,1429,106306.0,126
0.4,0.45,0.15,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.9093034143655461,1.0517371451260655,0.060289316018805196,0.0032181121717692936,94.66,0.4215335388049226,0.5958225226893767,17658.666666666686,9,1201,96696.0,127
0.15,0.15,0.7,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.9121339562926667,1.0828270796108779,0.060289316018805196,0.004916598583877994,91.84,0.3922362007931756,0.5965136295959915,18180.666666666686,7,1303,97617.0,128
0.15,0.5,0.35,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.9127288403078164,1.0546356958507037,0.060289316018805196,0.0034259438424492595,94.32,0.4152492266561555,0.5972853527801846,17707.33333333336,10,1222,96920.0,129
0.55,0.4,0.05,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.9115387181798263,1.0588842565018843,0.060289316018805196,0.003527709694989107,94.15,0.4371793248300285,0.5990667532154983,17778.666666666682,6,1199,100118.0,130
0.25,0.45,0.3,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.9158461886350168,1.0597577923367065,0.060289316018805196,0.002919981223483545,95.16,0.4161657825847341,0.5991958659916131,17793.33333333335,8,1216,96657.0,131
0.1,0.15,0.75,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.9242589015233696,1.0828270796108777,0.060289316018805196,0.003096279813094827,94.86,0.3934630678875103,0.6027589405510767,18180.666666666682,8,1314,98749.0,132
0.15,0.1,0.75,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.9312888074516121,1.0890609489775647,0.060289316018805196,0.004290236928104574,92.88,0.39633158035891275,0.6075821206615877,18285.333333333358,6,1347,101967.0,133
0.4,0.5,0.1,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.9400072584914734,1.0430414929521528,0.060289316018805196,0.003296944874441004,94.53,0.42882428968871167,0.6130275792491214,17512.66666666669,9,1195,97877.0,134
0.15,0.0,0.85,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.9550840032598947,1.1139964264443099,0.060289316018805196,0.008892633442265794,85.25,0.3869542912653857,0.6223592422743759,18704.00000000001,6,1439,106354.0,135
0.1,0.4,0.5,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.9741402648609558,1.0616239825292821,0.060289316018805196,0.0032467786091044597,94.61,0.40624144423430897,0.630456522806152,17824.666666666693,13,1243,96447.0,136
0.3,0.0,0.7,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.9756771146220419,1.1227714909668423,0.060289316018805196,0.010148223397546154,83.17,0.39107525479309124,0.6349129800890383,18851.333333333332,5,1405,104947.0,137
0.5,0.45,0.05,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,0.9801345673290613,1.0585666071074036,0.060289316018805196,0.0034703768203187715,94.24,0.43382695920938485,0.6364261513533881,17773.333333333354,7,1201,99516.0,138
0.15,0.45,0.4,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.0249790376246664,1.0625769307127242,0.060289316018805196,0.0035993757883270258,94.03,0.41107716491512747,0.6590548464572137,17840.666666666686,9,1239,97281.0,139
0.2,0.45,0.35,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.0348964742820062,1.0726225928131803,0.060289316018805196,0.0028583483832129337,95.26,0.41228140831337307,0.6649098358420636,18009.333333333343,11,1235,97251.0,140
0.3,0.55,0.15,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.0376558216737133,1.0489974190986688,0.060289316018805196,0.003096279813094829,94.86,0.42677945567045994,0.6667674023864503,17612.666666666697,8,1210,98633.0,141
0.3,0.6,0.1,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.0384428101718366,1.0492356561445302,0.060289316018805196,0.003160779297098957,94.76,0.429211019035401,0.6674746640944065,17616.666666666708,9,1208,99031.0,142
0.45,0.5,0.05,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.0387050020978084,1.0550327575938037,0.060289316018805196,0.004470835483316133,92.58,0.4325981027422114,0.6686404499527007,17714.00000000001,8,1212,100143.0,143
0.1,0.05,0.85,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.0496554439416013,1.1072066706372814,0.060289316018805196,0.00511726364522417,91.51,0.3867023294635405,0.6728762397396661,18590.000000000004,7,1380,101927.0,144
0.25,0.0,0.75,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.059974121851158,1.1073257891602122,0.060289316018805196,0.009709626906318084,83.89,0.3930823522605652,0.6805731797740995,18592.00000000001,5,1448,108714.0,145
0.05,0.2,0.75,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.0861897686695705,1.0893785983720448,0.060289316018805196,0.0028511817738791413,95.27,0.39350833008921976,0.6920794902279518,18290.66666666668,7,1318,99061.0,146
0.05,0.25,0.7,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.1045207253543017,1.0891403613261847,0.060289316018805196,0.004988264677215914,91.73,0.39806636045353805,0.7032465324596938,18286.66666666669,10,1304,99144.0,147
0.05,0.3,0.65,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.107584265523739,1.0666269604923553,0.060289316018805196,0.003289778265107211,94.54,0.3984737725970562,0.7033370048019121,17908.666666666693,10,1272,96810.0,148
0.25,0.6,0.15,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.11526301615527,1.0456621004566198,0.060289316018805196,0.0038516404368765045,93.61,0.42338106247587154,0.7091713622868795,17556.666666666693,9,1207,97605.0,149
0.1,0.0,0.9,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.1169614273363386,1.096406591224934,0.060289316018805196,0.00849416996330696,85.91,0.3842700209279254,0.7101243676780178,18408.66666666669,8,1446,106130.0,150
0.05,0.05,0.9,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.1191408688092686,1.1047448878300552,0.060289316018805196,0.004492335311317508,92.55,0.3876633504040146,0.7108787578703973,18548.666666666675,7,1373,101662.0,151
0.25,0.55,0.2,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.1220394215632568,1.063291641850306,0.060289316018805196,0.002851181773879143,95.27,0.4192642418778822,0.7130680426722585,17852.666666666682,9,1208,96736.0,152
0.35,0.5,0.15,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.1243281655606134,1.0513003772086547,0.060289316018805196,0.0032969448744410044,94.53,0.4240750144460593,0.7143420948257084,17651.333333333358,10,1196,96874.0,153
0.15,0.55,0.3,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.1291295191608206,1.0704784594004348,0.060289316018805196,0.0038444738275427138,93.62,0.4153115078113501,0.7172296514378709,17973.333333333347,10,1245,98759.0,154
0.2,0.65,0.15,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.1345036289481178,1.0419694262457802,0.060289316018805196,0.002541584250659328,95.78,0.4196933185395791,0.7188072743629096,17494.666666666693,9,1208,96835.0,155
0.0,0.4,0.6,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.1469320306249653,1.0693269803454428,0.060289316018805196,0.003603675753927301,94.02,0.4035387965820562,0.7257139482453868,17954.000000000033,12,1291,99505.0,156
0.25,0.65,0.1,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.1462259821136171,1.067818145721658,0.060289316018805196,0.0034058773363146427,94.35,0.4288312339087312,0.7277200840403398,17928.666666666686,10,1212,99271.0,157
0.05,0.1,0.85,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.1586267025590804,1.0908874329958287,0.060289316018805196,0.002872681601880517,95.24,0.38889835496762604,0.7315406980346125,18316.00000000001,7,1352,100426.0,158
0.05,0.35,0.6,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.1666170177821875,1.078896168354177,0.060289316018805196,0.0038659736555440873,93.59,0.4005338100177527,0.7367973412963505,18114.66666666668,9,1277,97693.0,159
0.2,0.6,0.2,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.1717939059617146,1.0621798689696238,0.060289316018805196,0.0034058773363146422,94.35,0.4191673063819143,0.7405341355665102,17834.00000000003,8,1214,97194.0,160
0.1,0.45,0.45,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.1853561401640635,1.0717490569783583,0.060289316018805196,0.002677749828001375,95.56,0.40790897657141184,0.7471275525446944,17994.666666666682,9,1253,97622.0,161
0.2,0.7,0.1,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.190549783993807,1.0457812189795501,0.060289316018805196,0.003663875272331154,93.92,0.42046276522457976,0.7502368812497288,17558.666666666693,10,1216,97655.0,162
0.4,0.55,0.05,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.192462368252354,1.0613063331348014,0.060289316018805196,0.0028511817738791426,95.27,0.43697878295138,0.7534728520228368,17819.33333333336,10,1201,100239.0,163
0.35,0.6,0.05,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.1958286191869552,1.063053404804446,0.060289316018805196,0.0038373072182089217,93.64,0.4318333261217602,0.7551929355706863,17848.666666666693,10,1210,99801.0,164
0.15,0.6,0.25,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.1999647829283993,1.0607107405201492,0.060289316018805196,0.0035420429136566907,94.12,0.418181588062321,0.7558969393169562,17809.33333333335,11,1241,99122.0,165
0.05,0.4,0.55,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.2206113899229736,1.0798094103633094,0.060289316018805196,0.0035420429136566894,94.12,0.40069726285501756,0.7664590741353998,18130.00000000001,12,1281,98039.0,166
0.1,0.35,0.55,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.2233396068168163,1.081953543776056,0.060289316018805196,0.002303652820777433,96.18,0.40372033779145267,0.7679975905634303,18166.000000000025,14,1266,97622.0,167
0.3,0.65,0.05,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.220064852225586,1.052253325392097,0.060289316018805196,0.003973472795550969,93.41,0.4321056451194858,0.768050941344291,17667.333333333354,11,1212,100029.0,168
0.1,0.55,0.35,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.2303983318956377,1.066984316061146,0.060289316018805196,0.0029873473512211897,95.04,0.4117064200153667,0.7721351445525612,17914.66666666669,12,1247,98059.0,169
0.2,0.75,0.05,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.2391254249402768,1.044828270796108,0.060289316018805196,0.002851181773879143,95.27,0.430496300462983,0.7776653818354198,17542.6666666667,11,1210,99492.0,170
0.05,0.15,0.8,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.2407332284915251,1.1155449672424036,0.060289316018805196,0.003096279813094827,94.86,0.39225944634659377,0.7783353526110468,18730.000000000004,7,1364,102193.0,171
0.1,0.65,0.25,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.2593023863782018,1.0571768910065502,0.060289316018805196,0.0026705832186675843,95.57,0.41767488803381064,0.7880438208273199,17750.000000000025,12,1245,99321.0,172
0.25,0.7,0.05,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.2660081952453932,1.0601945602541178,0.060289316018805196,0.003096279813094829,94.86,0.4314729321950842,0.793390412561109,17800.666666666686,10,1218,100377.0,173
0.15,0.65,0.2,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.2811395856129897,1.0636092912447872,0.060289316018805196,0.00298734735122119,95.04,0.41571192667596873,0.8002746335223471,17858.000000000022,9,1227,97425.0,174
0.1,0.6,0.3,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.2903543533859705,1.0683343259876898,0.060289316018805196,0.00416840456943011,93.09,0.41834042234411806,0.8061961742669091,17937.333333333358,10,1258,100518.0,175
0.05,0.65,0.3,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.298070127705067,1.066468135795115,0.060289316018805196,0.00254875085999312,95.77,0.41190872021372504,0.8092174743069132,17906.000000000025,11,1266,99602.0,176
0.0,0.6,0.4,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.3059275268489479,1.0848918006750037,0.060289316018805196,0.0029156812578832693,95.16,0.4107387649264208,0.8144533106706786,18215.333333333358,13,1268,99476.0,177
0.0,0.15,0.85,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.3084329147406237,1.1059757792336695,0.060289316018805196,0.003167945906432747,94.75,0.3901833409899426,0.8149056099399506,18569.33333333336,9,1379,102770.0,178
0.05,0.55,0.4,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.3085329998130104,1.0761961485010902,0.060289316018805196,0.0031607792970989555,94.76,0.40806706789972436,0.8152578979013124,18069.333333333354,12,1284,100076.0,179
0.75,0.25,0.0,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.2872921891068976,1.1089934484812367,0.060289316018805196,0.005773725060199519,90.42,0.502377326172526,0.8154302265681681,18620.00000000001,8,1241,119079.0,180
0.0,0.2,0.8,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.319877533859461,1.0973992455826864,0.060289316018805196,0.0034775434296525614,94.23,0.39240935012359135,0.8210868039430929,18425.333333333354,10,1345,100808.0,181
0.1,0.1,0.8,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.3222495452503318,1.0997022036926722,0.060289316018805196,0.003096279813094828,94.86,0.39053177888713014,0.8222044219049576,18464.000000000015,8,1376,102638.0,182
0.05,0.6,0.35,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.3277624554521366,1.07965058566607,0.060289316018805196,0.00291568125788327,95.16,0.4146455804382639,0.8265911422031701,18127.333333333365,9,1262,99947.0,183
0.05,0.5,0.45,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.3312904873358231,1.0773079213817731,0.060289316018805196,0.0036065423976608174,94.02,0.4083276870957807,0.8279898955326678,18088.00000000002,14,1275,99438.0,184
0.1,0.75,0.15,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.3442177218372697,1.0624975183641046,0.060289316018805196,0.001994055297557619,96.69,0.42144924142314705,0.8351877636602857,17839.33333333336,11,1252,100782.0,185
0.0,0.65,0.35,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.350954994674596,1.0730196545562827,0.060289316018805196,0.0029443476952184387,95.12,0.4141023741315157,0.8389697715205591,18016.000000000033,11,1272,100607.0,186
0.0,0.3,0.7,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.3625896862842124,1.089100655151874,0.060289316018805196,0.0042658704563696805,92.92,0.39819038990402733,0.8449781603412242,18286.000000000015,12,1306,99327.0,187
0.15,0.8,0.05,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.3624948680979974,1.0669049037125256,0.060289316018805196,0.002786682289875015,95.38,0.43139665514975517,0.8466930928414629,17913.33333333335,11,1235,101760.0,188
0.0,0.55,0.45,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.3697696887876092,1.0729005360333512,0.060289316018805196,0.003008847179222566,95.01,0.40908358368078945,0.8488293681566984,18014.000000000015,14,1267,98997.0,189
0.05,0.45,0.5,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.3742780086241584,1.0791741115743478,0.060289316018805196,0.003613709006994609,94.01,0.40640126444729824,0.8515358494688328,18119.333333333347,13,1272,98736.0,190
0.15,0.7,0.15,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.3839768629795366,1.0548342267222541,0.060289316018805196,0.00335427774911134,94.44,0.41982690458382305,0.8569179597579736,17710.666666666693,11,1225,98229.0,191
0.1,0.5,0.4,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.3855533458951872,1.0762755608497108,0.060289316018805196,0.0035348763043228973,94.14,0.4100401840797679,0.8579325995841123,18070.66666666669,10,1256,98367.0,192
0.0,0.25,0.75,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.3858312909565058,1.1079610879491737,0.060289316018805196,0.0043991693899782126,92.7,0.3961994270766528,0.8585449579481956,18602.666666666675,12,1347,101933.0,193
0.1,0.7,0.2,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.3934906279904966,1.0703593408775054,0.060289316018805196,0.0027866822898750146,95.38,0.41923270328630163,0.8626970874542411,17971.33333333336,11,1239,99211.0,194
0.0,0.35,0.65,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.407367060255144,1.099741909866982,0.060289316018805196,0.004492335311317508,92.55,0.4036512703562137,0.870751806262695,18464.666666666675,14,1304,100535.0,195
0.15,0.75,0.1,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.4114385429209189,1.0676196148501071,0.060289316018805196,0.0027866822898750146,95.38,0.4237296091006456,0.8728811449460379,17925.333333333347,11,1227,99304.0,196
0.7,0.3,0.0,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.3982595291781685,1.1149493746277508,0.060289316018805196,0.005686292426327257,90.57,0.5075288126733608,0.8772489787746146,18719.999999999985,9,1242,120397.0,197
0.1,0.8,0.1,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.427471848000809,1.0547945205479436,0.060289316018805196,0.002303652820777434,96.18,0.4234025105658235,0.8808805893306578,17710.00000000002,10,1245,100683.0,198
0.05,0.0,0.95,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.4305770272691458,1.131903911058166,0.060289316018805196,0.008442570376103659,86.0,0.39487221043878995,0.8854325527076486,19004.666666666653,8,1486,112075.0,199
0.05,0.7,0.25,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.4752713975272058,1.0861623982529263,0.060289316018805196,0.0031607792970989564,94.76,0.41917410336704086,0.9085730326784432,18236.66666666668,12,1269,101599.0,200
0.0,0.8,0.2,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.5198373277515198,1.0789755807027974,0.060289316018805196,0.0031536126877651643,94.77,0.4183376759154136,0.9326391606963467,18116.000000000015,13,1282,102435.0,201
0.0,0.75,0.25,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.539094923599563,1.071153464363707,0.060289316018805196,0.002922847867217062,95.15,0.4182185698190735,0.9427585925400176,17984.66666666669,12,1264,100968.0,202
0.05,0.8,0.15,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.5837781656535248,1.08024617828072,0.060289316018805196,0.003096279813094829,94.86,0.41984091349104674,0.9680032753165078,18137.333333333336,10,1271,101921.0,203
0.0,0.7,0.3,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.5889328162422016,1.0850903315465534,0.060289316018805196,0.0025344176413255367,95.8,0.41081269168210915,0.9700091599711473,18218.66666666668,15,1294,101534.0,204
0.0,0.85,0.15,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.5885547015176824,1.0896168354179052,0.060289316018805196,0.0027866822898750146,95.38,0.4207742395122275,0.971099356243806,18294.666666666675,13,1264,101585.0,205
0.0,0.5,0.5,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.601181701304986,1.0802858844550318,0.060289316018805196,0.003225278781103085,94.65,0.4049732127262905,0.976129134847454,18138.000000000033,14,1289,99704.0,206
0.0,0.1,0.9,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.6061733302203358,1.1311494937462756,0.060289316018805196,0.0037871409528723752,93.72,0.3893836285191094,0.9800273114462712,18992.00000000002,11,1421,105683.0,207
0.05,0.85,0.1,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.6083261835814229,1.0718681755012889,0.060289316018805196,0.00409673847609219,93.2,0.4195539070065158,0.9813572219883263,17996.666666666686,13,1276,102252.0,208
0.0,0.45,0.55,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.618067239132173,1.096803652968034,0.060289316018805196,0.0037154748595344556,93.84,0.40274818960502295,0.9861666255894597,18415.33333333334,12,1305,100387.0,209
0.1,0.85,0.05,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.629893921001496,1.0829064919594977,0.060289316018805196,0.00254875085999312,95.77,0.429676438960187,0.9943192503028143,18182.000000000015,14,1261,103488.0,210
0.0,0.9,0.1,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.6449480461908639,1.0819535437760561,0.060289316018805196,0.0024770847666552008,95.89,0.4208665655428879,1.0016488845780633,18166.00000000003,15,1284,103215.0,211
0.05,0.75,0.2,0.3,0.7,0.2,0.3,1200.0,0.006,2.0,0.2,0.1,1.6723083764709878,1.0866785785189577,0.060289316018805196,0.004089571866758398,93.22,0.4211225492816984,1.0174426624731887,18245.333333333347,14,1273,102393.0,212
